petAge,petGender,petBreed,PetCancerSuspect,Note,PetRiskValue
22/10/2011,M,Shih Tzu,No,Immune mediated thrombocytopenia esophageal Dysmotility gastroesophageal reflux disease anxiety,0.01
11/11/11,M,Shih Tzu,Yes,enlarged liver and adrenal glands but negative for Cushing's Disease ,0.01
6/1/23,M,golden labradoodle,Yes,Diet changes & bowl changes ,0.01
11/9/11,MN,Weimaraner,No,NA,0.01
1/11/19,MN,Pomsky,No,Ziggy has a lump on his back right ankle. We had two FNA done but both have been inconclusive. He has had some strange neurological symptoms over the years so we are very hesitant to have him put under to remove the lump. Trying to do whatever we can to get answers on if the lump is nothing or not. ,0.01
6/5/16,NA,Australian Shepherd,No,None,0.01
1/1/14,M,Australian Shepherd,No,None,0.01
21/01/2016,FS,Golden Retriever,No,none currently,0.01
26/01/2020,MN,Scottish Terrier,No,None,0.01
29/11/2019,FS,Chinese Crested Dog,No,Areas of inflammation that manifest as masses (internally and externally),0.01
1/6/24,M,French Bulldog,No,Enlarged colon ,0.01
1/6/16,F,Great Pyrenees ,Yes,Loss of muscle mass,0.01
31/10/2013,FS,Poodle,No,none,0.01
4/11/15,M,Chihuahua,No,NA,0.01
NA,FS,Beagle,Yes,Cancer UTI,0.01
14/02/2017,MN,Golden Retriever,No,Just making sure! He’s very healthy now!,0.01
9/1/22,MN,Labrador Retriever,No,NA,0.01
21/09/2016,FS,Siberian Husky,No,NA,0.01
16/09/2015,FS,Golden Retriever,No,NA,0.01
22/04/2015,M,Labrador Retriever,No,Arthritis in elbows,0.011
14/02/2018,MN,Golden Retriever,No,No health issues at the moment ,0.011
19/06/2017,MN,pitbull mix,Yes,Roman is a rescue and has recently had a couple of moles pop up on him. I'm interested in his overall wellness but specifically if there is any cancer I should be aware of.,0.011
8/12/15,FS,American Staffordshire Terrier,Yes,Hair loss liver hepatopathy possible Cushings,0.011
3/9/15,F,Golden Retriever,Yes,Lipomas,0.011
31/12/1202,FS,St. Bernard,No,NA,0.011
NA,MN,Golden Retriever,No,None,0.011
20/07/2020,FS,Mixed Breed,No,Previous UTIs spayed young,0.011
21/05/2020,FS,Rhodesian Ridgeback,No,none,0.011
13/03/2016,NA,Golden Retriever,No,History of MCT ,0.011
19/05/2016,NA,Bernese Mountain Dog,Yes,cancer risks,0.011
18/09/2012,FS,Labrador Retriever,No,Thyroid arthritis IBD MVD,0.011
25/05/2022,MN,Bernese Mountain Dog,No,No health concerns. Just want to do a wellness screen since Nike is a high risk breed for cancer. ,0.011
12/7/24,FS,Golden Retriever,Yes,cancer suspicion,0.011
1/1/12,FS,Chihuahua,No,bilateral LPL w/arthritis. Periodontal Disease,0.011
30/04/2019,FS,mix,Yes,increase of drinking water and increase urination,0.011
19/02/2014,FS,Hound Mix,Yes,N/A,0.011
23/09/2019,MN,terrier mix,No,Nausea in morning about 2 to 3x a month.,0.011
4/2/08,FS,Lab Mix,Yes,Has a large bump/hematoma on hip nothing shows up on cytology,0.011
26/01/2019,F,Golden Retriever,No,Nova has developed a few keratin deposits/non cancerous cysts over the years. I know Goldens are prone to cancers and I just want to make sure I am staying on top of her health as much as possible.,0.011
30/04/2022,NA,French Bulldog,Yes,He recently recovered from heart worms and is diagnosed with BOA. The vet also found a lump in his leg bone during xray which is why we are doing oncotec,0.011
13/04/2013,MN,Pyrenees Anatolian ,No,null,0.011
24/03/2013,MN,Chow Chow,No,NA,0.011
12/2/20,MN,Bernese Mountain Dog,No,NA,0.011
1/6/23,F,Havanese,No,NA,0.011
29/01/2020,MN,Griffon Bruxellois,No,NA,0.012
20/09/2019,F,Boxer,No,NA,0.012
21/03/2016,M,maltese Poodle ,Yes,NA,0.012
1/8/18,M,Mix,Yes,Not Applicable,0.012
17/06/2010,FS,bichon poo,No,none,0.012
1/8/14,MN,Shiba,No,Just getting older,0.012
7/1/18,MN,Portuguese Warren Hound-Portuguese Podengo,No,He has a neurological condition similar symptoms to DM and sensitivities.,0.012
3/12/20,FS,american pitbull terrier,No,None,0.012
30/03/2013,NA,Yorkshire Terrier,Yes,ill,0.012
17/03/2018,FS,mix,No,N/A,0.012
20/04/2019,M,German Shepherd Dog,No,None,0.012
30/05/2020,M,Domestic Shorthair,Yes,Mesenteric lymphadenopathy Lymphocytosis,0.012
31/12/1251,NA,German Shepherd Dog,No,NA,0.012
23/11/2015,MN,Australian Shepherd,No,His breed as far as I know is miniature Australian Shepherd but I didn’t see it listed. Some concerns: lumps including growth in testicular area. Other lumps under arms and on belly. Red skin leg stiffness and pain paw licking at least 30 minutes daily itching,0.012
29/03/2017,FS,Labrador Retriever,No,NA,0.012
1/2/14,M,Chihuahua,No,NA,0.012
9/7/21,NA,Siberian Husky,No,NA,0.012
10/5/14,F,Golden Retriever,Yes,NA,0.012
1/8/20,F,American Staffordshire Terrier,Yes,occasional limping swelling on toe,0.012
22/03/2020,FS,Golden Retriever,No,Neva had a mast cell tumor in 2021,0.012
17/04/2014,MN,mixed breed,Yes,Cancer - arthritis - heart murmur ,0.012
1/1/18,NS,NA,No,Healthy dog,0.012
8/11/16,FS,Mixed breed,No,None,0.012
21/11/2021,FS,American Staffordshire Terrier,No,Plechners Syndrome allergies,0.013
3/2/21,FS,Golden Retriever,No,NA,0.013
19/07/2019,FS,Golden Retriever,No,Worried about general golden retriever common issues and ailments (e.g. cancers),0.013
28/03/2013,MN,labradoodle,Yes,GGT increased Lipoma ALP increased AST/SGOT increased ALT (SGPT) level raised Lyme positive Anaplasma positive,0.013
10/5/11,M,lab/hound mix,Yes,colitis lumps (which seem to be benign) a growth inside liver which seems to be benign. ,0.013
12/7/13,MN,Border Collie,No,NA,0.013
23/01/2019,FS,Mixed,Yes,Mass base of L pinna,0.013
27/03/2024,F,Basset Hound,No,Two masses - one on ribcage one on abdomen. First had been biopsied was negative but second has since arisen. Also small growth on paw which seems to be growing with time. Over the last month her mood seems to be down as well.,0.013
26/04/2016,F,Shiba,No,NA,0.013
25/05/2011,M,Dachshund,No,Senior dog and have a few dermal mass,0.013
28/09/2013,FS,Golden Retriever,No,Trxie is a golden doodle. Surprised you don't have that category since they are a very popular breed. Anyway Trixie sometimes limps...her front left leg...when she overdoes playing/running. I keep her with low activity for a day or two and she is fine. Have a very small concern that it could be bone cancer. I realized this kit does not test for osteosarcoma but thought it would still be good to do a test for wellness.  ,0.013
10/2/16,M,Golden Retriever,Yes,NA,0.013
5/3/18,FS,Pyrenean Mountain Dog,No,Some Arthritis cancer prevention ,0.013
28/11/2014,MN,English Springer Spaniel,No,NA,0.013
11/8/19,F,Golden Retriever,Yes,none,0.013
17/06/2016,NA,Indian Pariah Dog (75%) Saint Bernard (25%),No,Tripawd - missing front left leg including shoulder blade,0.013
24/04/2021,M,Australian Shepherd,No,None,0.013
20/07/2018,FS,Boxer,No,NA,0.013
11/6/13,MN,Dachshund,Yes,IVDD chronic pancreatitis High Blood Pressure possible stroke,0.014
14/01/2013,M,Dalmatian,Yes,NA,0.014
20/12/2022,MN,Great Dane,No,eating issues,0.014
31/10/2018,FS,Chihuahua,No,NA,0.014
22/01/2020,FS,Golden Retriever,No,NA,0.014
1/1/15,F,Chihuahua,No,Tired lower energy recurring eye cyst- benign ,0.014
30/12/2019,NA,American Staffordshire Terrier,Yes,NA,0.014
1/5/24,F,Golden Retriever,No,History of Vomiting and diarrhea ,0.014
11/7/11,FS,Labrador Retriever,No,Weight loss and hairloss,0.014
4/10/18,F,German Shepherd Dog,No,Preventative maintenance,0.014
15/03/2015,M,NA,Yes,NA,0.014
10/10/14,M,American Cocker Spaniel,No,NA,0.014
25/05/2014,FS,Poodle,No,wellness screen,0.014
3/10/15,MN,Golden Retriever,No,Thyroid concerns. Thyroid levels were borderline on the high end. ,0.014
17/10/2017,FS,Labrador Retriever,Yes,RECESSED VULVA ADRENAL INSUFFICIENCY ESTROGEN CONCENTRATION INCREASED ABOVE NORMAL LYME DISEASE DERMATITIS THICKENED SKIN HYPERPIGMENTATION OF SKIN OTITIS EXTERNA,0.014
12/4/18,MN,mix,No,Allergies partial tear ccl (has stem cells),0.014
31/12/2016,MN,Golden Retriever,No,Has had both positive and negatice tests,0.014
10/8/12,F,mixed breed,No,Old age,0.014
14/06/2013,F,West Highland White Terrier,No,NA,0.014
27/12/2020,MN,Labrador Retriever,No,No health concerns,0.014
23/06/2019,FS,Golden Retriever,No,NA,0.014
23/10/2011,FS,Poodle,No,NA,0.014
15/02/2019,MN,NA,No,NA,0.014
4/6/22,FS,Berger picard,No,A few fatty tumors,0.015
30/06/2017,MN,Siberian Husky,No,NA,0.015
7/2/13,MN,American Staffordshire Terrier,No,Coop has Osteoarthritis in his right elbow and is more tired now that he's 12. He seems to be losing a little muscle mass but that could be age.  He also has age-related degenerative mitral valve disease which is mild and monitoring twice a year by a Cardiologist. ,0.015
12/9/15,NA,Basset Hound,Yes,Senior Wellness Concerns,0.015
24/01/2014,M,NA,Yes,Growth ,0.015
1/1/92,FS,Chihuahua,No,none,0.015
20/09/2020,FS,cockapoo,No,n/a,0.015
23/11/2023,M,Golden Doodle,No,None,0.015
1/6/16,NA,German Shepherd Dog,Yes,Boney growth,0.015
8/4/12,NA,Pekingese,Yes,Age and lethargy,0.015
17/04/2016,M,American Staffordshire Terrier,No,Minor lumps ,0.015
4/2/11,F,maltipoo,No,Screening due to age. Has well managed Cushings and is on trilostane. No other issues ,0.015
26/12/2009,MN,Maltese,No,Myxo. mitral valve disease acute abdomen and seizures,0.015
9/9/15,F,American Staffordshire Terrier,Yes,Stella has a lump on her neck that I’m concerned about,0.015
6/9/14,MN,Griffon Bruxellois,No,NA,0.015
14/08/2014,M,Border Collie,No,Aging pet - just information,0.015
22/07/2024,M,Staffordshire Bull Terrier,No,None. ,0.015
3/7/15,F,Greyhound,Yes,Rapidly losing weight limping no energy ,0.015
1/1/13,MN,American Staffordshire Terrier,Yes,Concerns about immunocompromise ,0.015
13/12/2020,FS,German Shepherd Dog,No,None ,0.015
14/01/2015,NA,Collie Rough,Yes,Lump on spine told just a sebaceous cyst but doc doesn’t biopsy and dog jumps up in pain daily,0.015
31/08/2010,FS,Mix,Yes,Appetite loss reduction. Activity reduction observed hind area weakness. ,0.015
1/3/01,M,labrador doberman mix,No,NA,0.015
27/08/2013,FS,Yorkshire Terrier,Yes,null,0.015
10/7/14,M,Boxer,Yes,Thyroid ,0.016
2/2/18,MN,Pug,No,NA,0.016
8/10/18,MN,German Shepherd Dog,No,NA,0.016
6/11/22,F,Golden Retriever,No,Piper is great. Want to get a baseline so we can repeat every year. She is a golden so always on the lookout for cancer.,0.016
10/10/22,MN,Golden Retriever,No,none,0.016
1/5/25,MN,Labrador Retriever,No,NA,0.016
22/05/2015,M,Hungarian Short-Haired Pointer (Vizsla),Yes,Loosing weight and has dark oily stools.,0.016
11/4/11,M,Coton De Tulear,Yes,A lump on left shoulder that has been watched for last 5 years but has recently gotten larger and swollen. We are fire evacuees so it could be due to stress of 3 mo in hotel but is a worry for sure. Mole on top. ,0.016
25/04/2015,F,Goldendoodle,Yes,Liver enzymes were elevated. I lost my other Goldendoodle at age 10.,0.016
17/04/2020,MN,Golden Retriever,No,None,0.016
7/9/15,MN,Pomeranian,No,None,0.016
14/07/2020,MN,Golden Retriever,No,General worry about aging lumps,0.016
8/8/15,M,Mixed Breed,No,DJD,0.016
7/2/18,FS,Kerry Blue Terrier,Yes,digit amputation heart murmur ,0.016
5/8/15,F,Labrador Retriever,Yes,2 lumps found. One on each side of ribcage,0.016
1/12/11,MN,Labrador Retriever,No,NA,0.016
8/6/14,MN,Mix,No,History of dermal melanoma,0.016
3/12/01,MN,mix ,No,NA,0.016
30/03/2016,F,Golden Retriever,No,NA,0.016
27/03/2023,FS,Rhodesian Ridgeback,No,NA,0.016
19/07/2018,MN,Jack Russell Terrier,No,https://oncotect-prod.sfo3.digitaloceanspaces.com/oncotect-prod/1698260166368-MedicalOverview.pdf,0.016
21/03/2019,F,husky,No,just the normal things husky/pitbull would develop ,0.017
2/4/13,F,Bearded Collie,Yes,Several bumps and lipomas weak back legs.,0.017
30/12/2021,M,american bully,No,Hip dysplasia ,0.017
13/05/2022,FS,Rottweiler,No,Healthy!,0.017
10/1/13,F,American Staffordshire Terrier,Yes,Has intermittent hematuria.,0.017
1/6/14,F,NA,No,My dog is almost 11 and would like to be preemptive about her health.,0.017
6/10/15,F,Bull Terrier,No,NA,0.017
27/04/2022,FS,Golden Retriever,No,NA,0.017
1/1/80,F,Labradoodle,No,fatty tumor and skin bumps,0.017
3/11/17,MN,Basset Hound,No,Cancer in his siblings ,0.017
1/7/20,MN,English Springer Spaniel,No,Lumps,0.017
5/8/16,M,Newfoundland,No,None,0.017
28/01/2018,FS,German Shepherd Dog,No,None recommended testing due to high risk breed per DVM,0.017
7/11/14,MN,Mix,No,Overweight TPLO surgery on both legs allergies high liver numbers,0.017
22/09/2013,M,Labrador Retriever,No,Gizmo has the beginning stages of Laryngeal paralysis. We are just trying to give him the best retirement life we can!,0.017
19/02/2011,MN,Chihuahua,No,Elevated ALT ALP cholesterol. Anterior uveitis.,0.017
26/09/2013,MN,Cocker Spaniel,No,None,0.017
1/9/13,M,Golden Retriever,No,None would like to scan just as a preventive ,0.017
3/3/20,FS,Siberian Husky,No,None,0.017
28/02/2015,MN,American Staffordshire Terrier,Yes,We got the test to make a video but since getting the test 2 new lumps (so 3 now total) have poped up.,0.017
4/4/18,MN,Golden Retriever,Yes,Tired looking thin,0.018
7/3/14,MN,Border Collie,Yes,NA,0.018
18/03/2016,MN,mix,No,Small bumps appearing on skin,0.018
10/3/25,F,Miniature Schnauzer,No,Weight and muscle loss. Sleeping often,0.018
25/01/2018,M,Lab Hound Pyrenees,No,Sudden extreme thinning of fur and excessive shedding,0.018
14/02/2013,FS,Cavalier King Charles Spaniel,No,Losing weight ,0.018
15/04/2018,MN,Great Pyrenees,Yes,Itchy. Occasional vomiting ,0.018
8/8/22,FS,Labrador Retriever,No,NA,0.018
22/01/2021,FS,French Bulldog,Yes,Allergies,0.018
2/12/15,MN,Australian Stumpy Tail Cattle Dog,Yes,Proactive with cancer,0.018
8/5/11,FS,Shih Tzu,Yes,No concerns. She is 13.5 years old and want to stay on top of her health. ,0.018
25/08/2017,MN,Goldendoodle,No,no major health concerns early detection of cancer,0.018
18/03/2022,F,German Short- Haired Pointing Dog,Yes,Sire died of hemangiosarcoma,0.018
10/4/16,M,German Shepherd Dog,No,None ,0.018
1/1/13,FS,Siberian Husky,No,lumps under the skin,0.018
27/06/2012,FS,Siberian Husky,No,N/A,0.018
28/05/2014,MN,American Staffordshire Terrier,No,None,0.018
21/07/2017,FS,Siberian Husky,Yes,My Dog have lots small and big mastitis ,0.018
10/2/17,NA,Golden Retriever,No,Atopic low thyroid,0.018
23/11/2018,FS,Bernese Mountain Dog,Yes,Chronic Digestive Issues Nausea Vomiting Also Mass sub Q on chest,0.018
17/08/2018,F,Golden Retriever,No,Relative died of cancer,0.018
15/06/2017,MN,Great Dane,No,NA,0.018
24/05/2018,F,Cocker Spaniel,No,NA,0.019
14/12/2016,M,Labrador Retriever,Yes,He’s a labrador retriever. They tend to have cancer and he’s got lumps around his body that our vet says not to worry about just fat tumors.,0.019
20/07/2019,FS,Labrador Retriever,No,Allergies alopecia,0.019
31/12/1101,FS,chow mix,No,NA,0.019
NA,F,Goldendoodle,No,Allergies,0.019
17/09/2023,M,Welsh Corgi (Pembroke),Yes,Low platelets ,0.019
21/08/2012,NA,Border Collie,Yes,Drinking and urinating a lot,0.019
NA,NA,Golden Retriever mix,No,No concerns just overly paranoid pet parent,0.019
12/11/18,MN,Siberian Husky,Yes,Slowing down; recently had small benign tumor on back leg,0.019
27/06/2019,NA,Golden Retriever,No,None,0.019
6/12/24,FS,Australian Cattle Dog,No,Pyoderma Superficial gingivitis ,0.019
2/3/15,MN,Chihuahua,No,Buster has valve disease and IVDD suspected currently. ,0.019
10/5/20,FS,Chihuahua,No,None,0.019
5/7/20,FS,Scottish Terrier,No,Large weight gain. ,0.019
3/3/16,FS,American Staffordshire Terrier,Yes,Intermittent fevers many lumps and bumps,0.019
3/3/20,M,pomeranian,No,He seems to be healthy. ,0.019
11/12/15,MN,Golden Retriever,No,Elbow dysplasia ,0.019
1/1/91,FS,Bernese Mountain Dog,Yes,generally very healthy. Xray at vet shows masses near lungs and heart. not sure if malignant,0.019
3/3/20,FS,German Shepherd Dog,Yes,Apathy loss of interest in normal food and many treats,0.019
15/04/2010,MN,Goldendoodle,No,NA,0.019
30/10/2019,NA,Rottweiler,Yes,None ,0.019
27/04/2012,MN,Yorkshire Terrier,No,Spencer is a senior ,0.019
25/01/2012,MN,Rottweiler mix,No,NA,0.019
19/04/2016,M,Australian Shepherd,Yes,Vet did wellness screen and came back with narkers,0.019
1/2/16,MN,Australian Shepherd,No,NA,0.019
6/11/23,M,Italian Cane Corso,No,NA,0.02
28/10/2014,M,Border Terrier,Yes,sleeping more slow to eat,0.02
24/07/2021,MN,Golden Retriever,No,Want to start screening for cancer early given I don’t have much background on his family ,0.02
4/7/20,MN,German Shepherd Dog,No,loose stools,0.02
23/07/2018,NA,Golden Retriever,No,None,0.02
7/11/15,F,Great Pyrenees,Yes,Vet has been unable to determine why Fanny is experiencing lethargy vomiting etc. ,0.02
30/10/2021,MN,Labrador Retriever,Yes,Heart disease ,0.02
1/1/70,MN,Golden Retriever,No,NA,0.02
4/11/20,FS,Golden Retriever,No,allergies,0.02
1/8/17,MN,Labrador Retriever,No,Through DNA test I learned that Midnight's spine may start to deteriorate when he's about age 8.,0.02
13/10/2017,F,Golden Retriever,No,NA,0.02
1/3/18,MN,Rottweiler,Yes,Addisonian; dysplastic elbows hips; cervical instability,0.02
1/3/25,FS,Old English Sheepdog,No,just a lot of panting lately,0.02
18/03/2015,FS,mix,No,past mast cell pancreatitis,0.02
1/1/00,MN,Hungarian Short-Haired Pointer (Vizsla),No,NA,0.02
12/8/10,MN,American Cocker Spaniel,No,General screening for senior dog,0.02
14/04/2014,FS,Labrador Retriever,Yes,Possible cancer,0.02
11/11/20,MN,Golden Retriever,Yes,Other dogs in his family have cancer. He has a chronic cough. He gets sick often. He has a lump on his rear end under the skin we are monitoring.,0.02
19/01/2014,MN,Whippet,No,Chronic pancreatitis and GI upset. Heart murmur. ,0.02
12/10/18,FS,Australian Kelpie,No,NA,0.02
1/1/52,FS,Labrador Retriever,Yes,Referred form alamogordo Patient presents for initial consultation  for cervical pain  BAR PT TEMP 99 .9 WEIGHT 64 LBS MM PINK CRT 1 SEC  Patient presents today ambulatory holding her head down as she walks diagnosed with a cervical bulging disc via radiographs by primary care veterinarian. Meds that she is currently taking prednisone 20 mg 1/2 po bid gabapentin 400 mg po bid 2 weeks ago she received a labrella injection for arthritits no visible improvement noticed by owner patient is NPO for imaging or sx if needed.  CBC low  EOS EPOC High lactate 5.49 low pcO2 26.4 Chem: high ALKP 15.33/  4DX negative,0.02
